Цена;Минут до метро;Количество комнат;Площадь;Площадь спален;Площадь кухни;Номер этажа;Количество этажей;Округ_ Центральный административный округ;Округ_Восточный административный округ;Округ_Западный административный округ;Округ_Новомосковский административный округ;Округ_Северный административный округ;Округ_Северо-Восточный административный округ;Округ_Северо-Западный административный округ;Округ_Центральный административный округ;Округ_Юго-Восточный административный округ;Округ_Юго-Западный административный округ;Округ_Южный административный округ;Ремонт_Без ремонта;Ремонт_Дизайнерский;Ремонт_Европейский;Ремонт_Косметический
28500000;15;2;42,7;26;6;11;21;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
36000000;11;2;59;30;10;7;19;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
21900000;24;2;54;28;12;12;49;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
10000000;18;2;36,7;28;5;9;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
8200000;24;2;44;29;6;5;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
13650000;13;2;50;30,3;8,2;2;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
18600000;7;2;52,5;30,3;8,4;8;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
32800000;12;2;72;46;10;9;12;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
14100000;31;2;69;38;10,3;12;18;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
20850000;4;2;55;30,6;11,3;16;17;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
13250000;9;2;54,4;34,8;9,2;10;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
24200000;11;2;54,6;29;12,6;4;29;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
18900000;11;2;49,9;25;17,5;9;25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
9800000;11;2;46;26,5;6;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
24500000;9;2;68,8;40;16;21;30;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
10499000;20;2;50;30;9;1;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
12000000;19;2;54,1;30;12;10;18;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
12700000;13;2;41,5;23,1;10,1;3;5;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
16500000;19;2;71;44,2;7,3;2;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
14500000;7;2;43;30;6;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
11500000;8;2;39;26;6;1;5;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
16246570;19;3;86,7;46;13,8;20;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
35100000;17;3;118;86;14;4;20;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
24300000;3;3;74;46;8;9;9;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
29900000;8;3;86;53;10;7;7;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
16500000;17;3;63;43,1;9,2;2;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
21500000;14;3;63,6;34,3;8,3;6;10;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
33000000;10;3;81,8;43,5;25;3;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
16400000;26;3;59,7;43,1;6;3;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
16200000;41;3;70;37,5;22;9;22;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
52500000;6;3;60;32,5;10;3;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
66600000;10;3;107;52,7;15,3;13;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
16450000;7;3;65;45;6,5;2;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
15600000;37;3;60;32,5;11,6;6;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
22500000;16;3;70;29;24,2;8;14;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
47000000;8;3;82,4;50;8;7;15;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
370000000;6;3;170;88,1;20,7;5;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
24600000;9;3;80;50;20,5;19;30;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
17200000;9;3;68;42;6,4;7;12;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
26600000;11;3;59;43;7;9;23;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
23000000;3;3;75;44;10,3;8;17;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
16500000;10;3;64,7;44,9;8,2;8;12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
31600000;9;3;60;28;16;8;20;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
28500000;9;3;71;38;33;3;17;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
16799000;21;3;74;44,9;10,6;2;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
17990000;19;3;77;54,8;8,2;1;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
16200000;13;3;57;37,6;6;6;9;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
27000000;10;3;63;43;10;6;13;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
35000000;10;3;85;40;10;7;13;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
51000000;6;3;88;64;6;3;24;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
17990000;27;3;60,4;32,7;6,7;11;12;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
23800000;9;3;79,9;42,5;16,7;22;30;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
13650000;9;3;57,9;38,8;6;5;9;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
185954632;3;3;225;176;16;24;72;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
30900000;8;3;86;53;10;7;7;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
24000000;9;3;71,4;51,4;8;2;5;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
24200000;12;3;90,7;44,4;20,2;11;33;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
12000000;16;3;52,6;33,7;7;8;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
125000000;12;3;96;80;10;5;11;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
26500000;14;3;88,2;51;12,4;3;17;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
16900000;18;3;60,2;30;8,1;5;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
283556160;7;3;139;72,4;25;4;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
205875000;6;3;152,5;79,2;19;3;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
119500000;15;3;100;52,7;25;15;21;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
100000000;6;3;93;49,2;20;24;77;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
74000000;16;3;114;59,8;20;6;21;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
52999000;13;3;100;52,7;14;9;37;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
32000000;8;3;85;64;11,3;29;29;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
29989000;15;3;60,2;32,6;20,5;14;14;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
79900000;2;3;87,5;75;7,5;7;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
16750000;23;3;80;52;10;3;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
32900000;15;3;75,8;52,7;8,7;8;9;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
25500000;16;3;63,6;43,3;9,4;10;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
18700000;19;3;61;38;6;7;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
17500000;22;3;77,2;51,2;8,6;1;14;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
17850000;6;3;72;42;13;10;15;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
22200000;22;3;74,4;36;10,1;9;23;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
12300000;21;3;60;45;6;4;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
41500000;14;3;110;68;10;4;7;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
16000000;12;3;57,9;43,1;6;8;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
23500000;17;3;86,6;62,7;8,6;1;8;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
11200000;18;3;59,1;32;6,1;4;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
16200000;22;3;55;29,9;6,5;14;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
14950000;15;3;60;38,5;8,3;4;9;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
54500000;10;3;97;43,1;22,6;15;19;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
49990000;21;3;87;40;28;6;18;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
15800000;6;3;72,9;46,2;10,6;5;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
31900000;18;3;86,4;56;14;25;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
12400000;18;3;49,1;33,7;6;6;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
23500000;8;3;72,6;50;7;3;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
99000000;12;3;126,6;38;55;6;24;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
37500000;6;3;77,5;43,9;15;28;51;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
139000000;4;3;149,3;84;17;8;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
85000000;8;3;110;75;16;4;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
76000000;10;3;119,9;64,4;14,6;12;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
39000000;13;3;117,2;55,2;12;20;24;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
17800000;29;3;76,3;44,8;10,3;14;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
32000000;4;3;101;52;13;12;22;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
11600000;14;3;58,3;44;5,9;9;9;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
15600000;6;3;73;40;10;1;17;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
17400000;30;3;55;36;16;14;15;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
15300000;22;3;65;43,8;7,2;5;15;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
45000000;17;3;81,6;33,7;28,8;13;9;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
34350000;24;3;90,8;45,7;12,6;2;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
18450000;14;3;75;43,4;10,1;5;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
15025960;19;3;83,2;44,2;13,5;22;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
15025960;19;3;83,2;44,2;13,5;25;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
14700000;20;3;58,9;43,2;6;9;9;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
27200000;11;3;74,3;54,2;10,8;13;37;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
32000000;6;3;56,2;35;11;4;20;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
75900000;8;3;118;56;29,4;3;22;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
25000000;13;3;69,3;40;9,7;8;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
21699000;12;3;57;31;13,8;11;25;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
16000000;5;3;80;52,2;8,7;4;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
27500000;9;3;78,4;55,2;9;3;9;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
17000000;10;3;62;33,5;8,7;12;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
20650000;12;3;70;42;9;17;22;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
13700000;6;3;57;31;5,7;5;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
17000000;27;3;62,5;33,7;6,6;6;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
94000000;10;3;141;73,4;18,3;4;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
39900000;8;3;81,5;43,3;13,4;9;12;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
24499000;4;3;74,1;39,6;10;25;32;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
15500000;6;3;72;38,5;12,6;6;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
16500000;13;3;76;41;14;12;24;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
21300000;14;3;66,7;45,6;8;9;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
13990000;14;3;73,5;45;10;2;17;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
13900000;9;3;62,7;44,7;6,1;1;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
15500000;26;3;66;35,5;8,5;16;16;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
32700000;3;3;133;42;67,4;4;5;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
27000000;8;3;78,8;54,8;8,5;2;7;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
34000000;15;3;87;57;11;3;9;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
17000000;13;3;79,3;47,6;8,2;4;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
20900000;9;3;74,7;37,9;16,2;8;15;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
65000000;8;3;210;100;40;7;7;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
45000000;4;3;107,7;81,5;10,1;3;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
19990000;27;3;79;46;9;12;12;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
15500000;8;3;65;46,3;8;4;16;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
28500000;12;3;109,7;63;15;3;20;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
18000000;27;3;82;42;14,4;8;24;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
44000000;7;3;106;63,1;15,1;9;20;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
25500000;17;3;78,6;41,1;11,8;8;14;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
16246570;19;3;86,7;46;13,8;24;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
19000000;12;3;63,6;41,6;9,5;3;14;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
27500000;13;3;78,3;45,8;10,2;13;17;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
52700000;13;3;113,5;49,7;23,3;21;25;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
24000000;4;3;70;47,5;10;4;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
21200000;22;3;75;45;10,5;4;23;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
15300000;21;3;51,8;34,8;6,2;2;9;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
22500000;5;3;67;42;9;6;16;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
19999990;6;3;71;40;29;16;25;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
27000000;8;3;80;42,6;13,3;23;25;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
105000000;13;3;140;75;30;5;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
26500000;8;3;80;50;10;4;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
17300000;18;3;62,3;39,1;8,1;5;9;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
48000000;10;3;103;66,8;15;12;32;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
60100000;5;3;103,6;63;15;16;24;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
26500000;15;3;70,9;46,1;11,1;2;13;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
50000000;13;3;113,5;49,7;23,3;21;25;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
16000000;10;3;64,5;46,3;7,8;16;16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
59900000;12;3;128;83;27,5;18;23;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
21000000;2;3;73;47;10;4;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
25900000;21;3;91;66;12;5;24;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
32000000;12;3;84;52;15;7;25;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
44500000;17;3;81,3;43,2;10;13;9;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
17490000;13;3;76;42,2;15;17;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
35500000;4;3;78,7;41,9;13,2;4;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
17000000;15;3;87,5;50,1;15;1;12;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
20650000;3;3;62,6;40;8,4;7;12;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
24990000;22;3;86,5;49,1;11;5;22;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
15900000;19;3;68,3;43,1;11,9;9;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
55000000;12;3;94;66;17;7;28;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
18500000;19;3;64;50;9,5;2;12;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
19000000;14;3;74;43;12;10;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
12400000;20;3;55,6;36,5;6;5;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
29700000;16;3;77,9;45,6;10,2;2;22;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
32000000;33;3;79,7;50,1;8,4;6;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
48750000;17;3;106,4;61;15;12;26;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
18400000;8;3;63,2;34,1;11,9;10;28;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
22500000;13;3;75,1;45,5;11;17;17;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
30500000;13;3;98;43;30;14;25;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
21000000;5;3;61;43;8;5;16;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
34000000;15;3;87,2;57,2;10;3;9;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
13800000;12;3;62,7;33,8;6,4;1;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
32000000;4;3;64;41;8,7;5;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
14650000;8;3;59,6;37,1;8;2;9;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
55750000;12;3;83,6;46,1;15,4;7;50;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
33000000;20;3;87;70;11;6;14;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
42700000;9;3;100;70;20;15;22;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
13700000;26;3;59;47;6;5;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
35000000;15;3;83,3;57;9;7;9;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
39000000;10;3;79,1;48;18;8;12;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
35000000;8;3;84;44,6;13,6;8;6;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
46000000;9;3;75;40,1;10;15;16;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
29500000;13;3;100;64,3;15,6;17;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
39500000;5;3;108;68;11;3;9;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
16900000;14;3;69,8;45,9;6;1;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
145961250;3;3;121;63,3;16,7;7;22;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
16300000;6;3;58,2;49;5,9;6;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
18500000;9;3;71,1;48;8,6;3;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
12800000;29;3;56;40;6;4;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
34000000;15;3;106,6;40;15,5;4;8;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
34990000;15;3;83,3;57;9;7;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
22400000;8;3;71;49;8;5;9;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
25000000;4;3;67,3;47;8;5;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
16800000;9;3;74;45,8;10,2;2;16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
22900000;11;3;63,1;42;8;5;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
16499999;6;3;63;42,5;6,6;6;12;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
117000000;11;3;180;60;20;7;10;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
60000000;5;3;90;58,5;13,3;4;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
115000000;15;3;119,2;62,4;16,5;2;11;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
19600000;17;3;62,6;43,8;7,2;9;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
32000000;21;3;84;64;9;18;18;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
38000000;10;3;101;51;15;7;32;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
19497000;25;3;66;35,5;8;9;16;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
37600000;5;3;90,2;47,7;14,1;8;9;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
12000000;29;3;59,1;32;6;4;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
97850000;29;3;149;93,9;18;10;53;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
28000000;3;3;66,2;51;8;10;10;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
25500000;8;3;85,9;47;13,9;13;24;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
15000000;7;3;72;43,2;7,9;7;14;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
43500000;11;3;99,1;51;18,2;6;19;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
33900000;9;3;90,9;52,8;12,6;16;30;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
18500000;8;3;54,6;37,3;5,5;3;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
15700000;4;3;60,4;44,8;6,8;8;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
18900000;19;3;77;41,1;9;1;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
35100000;11;3;97;61;20;5;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
12500000;27;3;59,8;38;6,2;7;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
14000000;16;3;65,3;43;7,2;2;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
15890000;10;3;59;44;6;5;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
87550000;29;3;138;86,9;16;10;53;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
17990000;13;3;59,4;45;6;8;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
13000000;30;3;51,2;34,5;6,9;1;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
20300000;17;3;76;52;13;6;23;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
20300000;9;3;75;44;11;10;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
18500000;38;3;95,5;50,4;17,4;22;25;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
17900000;13;3;79;45;10;11;14;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
125000000;5;3;173,7;120;20;8;10;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
16100000;27;3;95;50,2;14;10;15;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
19000000;21;3;74,5;40,2;10,9;17;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
37700000;12;3;104;58,2;14;6;25;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
20400000;28;3;97;50,6;9,3;6;11;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
54961043;6;3;109,8;50,2;14,5;10;18;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
37481570;6;3;74;32,5;10,2;10;18;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
40532755;6;3;83,1;39,8;13,4;7;18;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
53673733;6;3;109,2;50,2;14,5;5;18;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
38257827;6;3;82,9;39,8;13,4;3;18;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
36714836;6;3;75,4;32,5;10,2;8;18;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
42484506;6;3;76,9;40;13,8;3;18;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
16000000;25;3;55;35;6;4;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
18150000;7;3;59,7;44,4;9;7;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
27600000;19;3;80;55;10;8;8;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
20300000;15;3;74;55;9,2;3;5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
17500000;9;3;76;45;12;5;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
27500000;8;3;64,5;44;9;10;16;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
74990000;6;3;114;55;40;2;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
16500000;7;3;65;45;6,5;2;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
22390000;8;3;71;49;8;5;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
10700000;28;3;50;27,4;10,8;2;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
16200000;10;3;75;42,8;10;7;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
18600000;15;3;74;45;9,1;3;17;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
25000000;10;3;61;33;11,7;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
22800000;4;3;76,7;46,6;10,2;20;22;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
16000000;21;3;64,7;46,4;8,1;11;16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
15200000;10;3;65,4;43,4;10,9;9;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
15000000;18;3;72;50;8;1;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
41770018;9;3;107;56,2;15,5;11;11;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
18990000;11;3;61;45,2;11,2;1;12;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
11990000;21;3;48,8;33,7;6,1;4;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
13150000;12;3;61,3;43;6,7;4;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
