Цена;Минут до метро;Количество комнат;Площадь;Площадь спален;Площадь кухни;Номер этажа;Количество этажей;Округ_ Центральный административный округ;Округ_Восточный административный округ;Округ_Западный административный округ;Округ_Новомосковский административный округ;Округ_Северный административный округ;Округ_Северо-Восточный административный округ;Округ_Северо-Западный административный округ;Округ_Центральный административный округ;Округ_Юго-Восточный административный округ;Округ_Юго-Западный административный округ;Округ_Южный административный округ;Ремонт_Без ремонта;Ремонт_Дизайнерский;Ремонт_Европейский;Ремонт_Косметический
61988000;14;4;115,6;65;14,1;3;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
42000000;6;4;113;59,3;16;4;44;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
270000000;7;4;316;161,9;32,8;6;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
59900000;13;4;89;50;20;8;44;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
68000000;4;4;95;68;14;5;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
155000000;6;4;179,2;92,7;21,5;2;12;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
180000000;7;4;187;96,7;22,1;7;11;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
350000000;11;4;216;152;20;4;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
190000000;10;4;167,8;60;20,5;20;21;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
45000000;6;4;86,5;57,7;8,7;5;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
430000000;9;4;200;103,2;23,2;3;14;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
67000000;4;4;84,8;59;10;2;8;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
59500000;7;4;95,6;50,5;14,5;18;19;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
80000000;7;4;193,1;83;18;2;28;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
83000000;15;4;138,3;84,2;6,5;24;41;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
84800000;9;4;170;140;25;6;14;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
85988700;5;4;136,5;74;13;2;12;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
110000000;15;4;112,8;64;14,3;10;41;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
114890000;13;4;212;136;19;6;17;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
120000000;16;4;225;115,9;25,3;5;20;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
125000000;15;4;135,3;95,9;6;37;41;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
209250000;6;4;225;100;50;63;79;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
221000000;8;4;240;40;26,5;14;14;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
249990000;2;4;270;138,6;29;9;11;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
431650000;3;4;273;104;20;8;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
53000000;15;4;100;30;14,9;23;25;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
40000000;19;4;97,9;65;10;6;12;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
43000000;10;4;108;56,7;15,6;11;54;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
114000000;4;4;165,7;15;20,3;2;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
130000000;16;4;203,4;105;23,5;10;17;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
155000000;6;4;179,2;92,7;21,5;2;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
156000000;8;4;140;72,9;18,2;5;15;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
180000000;7;4;186,8;96,6;22,1;7;11;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
79000000;10;4;145,8;102;15;36;47;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
92000000;9;4;169;87,6;20,6;6;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
120000000;12;4;136,5;94,7;7,3;23;41;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
340000000;13;4;180;126;25;5;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
80000000;12;4;136;60;45;3;41;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
120000000;15;4;135,6;91;9;23;37;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
130000000;6;4;121;63,3;16,7;4;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
99000000;1;4;129,4;10;17,3;17;18;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
40500000;10;4;106,1;60,7;15,2;48;58;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
79000000;17;4;145;102;15;36;48;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
50000000;6;4;297;19;31,2;3;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
80000000;19;4;186,4;96,4;22,1;11;44;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
130000000;2;4;187;115;15;36;76;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
132000000;5;4;133,5;49,5;17,7;10;21;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
155000000;4;4;163;84,5;20,1;31;53;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
149600000;8;4;174;90,1;21;12;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
59970000;10;4;102,5;54;15,1;3;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
85000000;9;4;160;96;16;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
90000000;16;4;121,5;63,6;16,7;16;23;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
155000000;10;4;133,1;10;17,7;6;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
160000000;8;4;149;77,5;19;6;27;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
281600000;3;4;128;10;17,2;2;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
60000000;12;4;181;20;8;29;30;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
72000000;15;4;91;59;11;10;41;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
85000000;11;4;161;96;15;2;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
87000000;5;4;145,2;110;20;7;14;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
108000000;16;4;180;93,1;21,5;18;31;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
240000000;13;4;172,7;116;8,2;5;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
90000000;16;4;148,6;77,3;18,9;2;23;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
169275000;6;4;225,7;116,2;25,3;3;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
250000000;6;4;185;15;21,9;5;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
53000000;2;4;120,8;63,2;16,6;4;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
179000000;9;4;140;40;18,2;4;8;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
70000000;25;4;184,5;20;21,9;8;8;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
83000000;5;4;147;111;12;15;24;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
93000000;8;4;128,9;67,3;17,3;10;16;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
145000000;13;4;332;170;34,1;6;6;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
155000000;6;4;179,2;94,2;19,4;2;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
180000000;3;4;187;96,7;22,1;7;11;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
56000000;28;4;111,2;50;40;16;56;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
59900000;12;4;145;100;20;4;32;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
65000000;11;4;105;55,2;15,3;6;8;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
70000000;25;4;184,5;100;20;8;8;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
74990000;10;4;115;60,3;16,2;12;57;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
78500000;16;4;132,9;90;9;7;41;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
104500000;12;4;118;10;16,4;3;7;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
104500000;12;4;118;88;6,3;3;7;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
120000000;6;4;121;14,9;16,7;3;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
144500000;6;4;167;110;25;2;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
163990000;10;4;170;25;20,7;7;12;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
61488700;5;4;116;80;15;4;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
70000000;5;4;185;95,7;21,9;8;8;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
110000000;8;4;212,7;20;24,2;4;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
36000000;14;4;105,42;77,6;15,4;9;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
164844000;4;4;137;71,4;18;8;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
231523500;4;4;150;78;19;8;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
242000000;4;4;131;68,4;17,5;7;9;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
243000000;4;4;132;68,9;17,6;2;9;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
62970000;6;4;85,8;15;13,7;11;11;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
82400000;16;4;110;57,7;15,7;1;19;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
176400000;16;4;195,2;20;22,8;5;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
190000000;6;4;233,1;120;25,9;4;5;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
43000000;7;4;122;80;12;15;24;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
72100000;16;4;105;55,2;15,3;27;46;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
80000000;10;4;116;70;20;5;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
85000000;12;4;133;69,4;17,6;21;44;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
85900000;9;4;131,1;8;17,5;2;17;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
137000000;12;4;138,2;10;18,1;26;41;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
150000000;5;4;155,8;45,2;19,5;12;21;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
185000000;10;4;171;88,6;20,8;4;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
240000000;11;4;233;119,9;25,9;5;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
239000000;3;4;238;122,5;26,3;7;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
240000000;12;4;172;107;9;5;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
300000000;7;4;237;175;26,2;15;15;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
46500000;18;4;153;86;20;18;22;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
56000000;22;4;144;74,9;18,6;9;11;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
61990000;11;4;92;48,6;14,3;9;26;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
67000000;6;4;115;60,3;16,2;9;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
85000000;18;4;189,2;97,8;22,3;9;32;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
85900000;6;4;135;36;17,8;10;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
85900000;9;4;131,1;106,9;13,5;2;17;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
95000000;7;4;155;80,5;19,5;44;53;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
153000000;3;4;140;77;8;5;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
165000000;8;4;184;112;15;5;7;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
243250000;7;4;136;102;20;19;21;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
60000000;20;4;160;83;19,9;31;51;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
85000000;16;4;186;102;10;35;42;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
109900000;15;4;130;67,9;17,4;15;15;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
125000000;13;4;108,6;10;15,6;2;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
202625000;8;4;162,1;15;20,1;8;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
400000000;8;4;201,6;83;47,2;1;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
80000000;12;4;144,2;100;18;8;50;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
450000000;7;4;207;106,8;23,8;6;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
34200000;8;4;114;59,8;16,1;14;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
78500000;11;4;160;107;17;9;23;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
110000000;4;4;185,2;145,5;22;35;73;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
119000000;6;4;200,5;140;20;8;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
52000000;10;4;107;15;15,5;14;52;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
55000000;6;4;144,7;85;15;17;32;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
61000000;10;4;134,5;70,1;17,8;15;52;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
110000000;10;4;226;110;24;15;57;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
159500000;8;4;181,4;15;21,6;22;53;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
32700000;2;4;97;9,2;14,7;7;7;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
47000000;11;4;134,3;63;28;35;38;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
51988700;28;4;98;56;15;5;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
52000000;10;4;107,7;85;15;15;52;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
70000000;10;4;147,4;84,8;18,5;2;32;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
74000000;10;4;157;20;19,6;2;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
79900000;16;4;137,6;85;9,4;8;41;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
98500000;5;4;141,3;98;20;11;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
109990000;10;4;226,2;155;30;15;22;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
119000000;8;4;200;15;23,2;7;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
235000000;11;4;178;119,6;11,6;6;12;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
18800000;13;4;89,8;56,1;8,2;3;14;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
48999000;5;4;95,8;55;13;9;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
47000000;2;4;108;67;12;29;39;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
79950000;4;4;132,3;69;17,6;6;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
119000000;2;4;168;103;15;4;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
150000000;14;4;143;74,4;18,5;6;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
330000000;12;5;285;20;22;7;7;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
49900000;9;5;122,4;64;16,8;37;48;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
160000000;6;5;250;130;25;5;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
225000000;5;5;162,7;112;8;7;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
261800000;5;5;238;182;15,4;8;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
87000000;23;5;131;90;20;16;26;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
342000000;10;5;235,6;121,2;26,1;3;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
145000000;12;5;162;84;20;36;44;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
249990000;2;5;270;138,6;29;9;11;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
145000000;13;5;165;100;40;35;39;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
357000000;10;5;357;20;36,2;3;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
275000000;5;5;370;189,2;37,3;5;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
341000000;7;5;227,5;117,1;25,5;6;12;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
271700000;9;5;208,9;107,7;23,9;16;16;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
341000000;7;5;227;116,9;25,4;6;12;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
69500000;9;5;164,4;85,2;20,2;37;48;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
145000000;13;5;161;83,5;20;36;44;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
350000000;9;5;305;156,3;31,9;2;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
380000000;4;5;303;155,3;31,7;3;12;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
195699000;6;5;195,7;20;22,8;10;18;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
249000000;7;5;200;140;20;4;15;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
340000000;11;5;284;145,7;30,1;16;17;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
60000000;4;5;134,7;84;11,7;2;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
270000000;6;5;210,2;122;15;16;16;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
271700000;7;5;209;107,8;23,9;16;16;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
135000000;19;5;172;127;20;5;20;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
214990000;9;5;300;165;50;5;10;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
93000000;8;5;214,9;113,7;50;7;15;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
160000000;10;5;218,3;20;24,7;19;57;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
160000000;10;5;219;120;20;16;57;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
105000000;19;5;171,6;88,9;20,8;17;20;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
250000000;10;5;250;168;18;3;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
116000000;9;5;125;7;17;4;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
150000000;17;5;153,5;103;7,2;21;36;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
450000000;5;5;300;208;74;3;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
66900000;6;5;150;78;19;7;7;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
470000000;2;5;253,8;20;27,6;4;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
145000000;10;5;215;20;24,4;9;57;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
83999000;28;5;135;20;17,8;7;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
159500000;9;5;190,2;15;22,4;6;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
204120000;4;5;170,1;88,1;20,7;6;12;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
295554000;4;5;191;98,7;22,4;8;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
55000000;18;5;142;10;18,4;13;13;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
90000000;12;5;158;82;19,7;30;37;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
149000000;3;5;220;15;24,8;3;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
68000000;8;5;136;100;20;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
77000000;8;5;133;90;15;23;24;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
203500000;8;5;185;142;25;7;7;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
260000000;10;5;230;15;25,7;7;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
400000000;8;5;201,6;48,3;23,3;1;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
145000000;13;5;216,6;111,6;24,6;20;38;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
382500000;5;5;296;212,4;32,2;7;7;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
93000000;15;5;173;111;18;23;24;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
720000000;7;5;320;163,9;33,1;7;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
90000000;15;5;173;111;18;23;24;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
123490000;12;5;182;80;52,5;7;16;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
67000000;10;5;136,8;71,3;18;19;52;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
91000000;17;5;212,2;20;24,2;23;23;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
250000000;5;5;282;20;30;2;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
64999000;11;5;150;120;15;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
90000000;15;5;206;126;16;8;30;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
100899000;28;5;137;82;15;8;12;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
125000000;5;5;175;112;20;4;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
137200000;12;5;280;143,7;29,8;21;35;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
149000000;6;5;242;15;26,7;6;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
190000000;10;5;552;150;35;44;44;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
61488700;28;5;136;98;15;2;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
115000000;10;5;150;78;19;20;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
275000000;12;5;245;126;26,9;14;18;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
297000000;4;5;238,2;122,6;26,3;3;12;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
359999965;9;5;188,4;97,4;22,2;6;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
50000000;4;5;84,6;44,9;13,6;7;26;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
56988700;5;5;134;90;15;10;25;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
82000000;4;5;129;67,7;20;5;8;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
89000000;6;5;189;140;22;3;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
94000000;13;5;227,2;120;30;22;23;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
124990000;11;5;183;125,3;52,7;6;17;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
155000000;4;5;279,6;143,5;29,8;1;26;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
170000000;4;5;300;153,8;31,5;24;26;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
199000000;4;5;385;196,8;38,5;1;26;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
550000000;3;5;308,3;32,9;32,1;14;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
61488700;5;5;136;98;15;2;14;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
71999000;12;5;200;170;21;25;28;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
89000000;6;5;188;10;22,2;3;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
125000000;5;5;170;88,1;20,7;4;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
145000000;12;5;162;10;20;36;39;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
170000000;2;5;190,4;10;22,4;44;73;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
179000000;8;5;200;103,2;23,2;4;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
190000000;9;5;233;20;25,9;4;15;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
193000000;6;5;203;104,8;23,4;1;8;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
240680000;13;5;206,3;36;23,7;3;6;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
48000000;5;5;120;86;20;2;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
77000000;10;5;208,6;155;20;8;23;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
94000000;13;5;225;115,9;25,3;22;23;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
119000000;2;5;170;105;15;4;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
160000000;11;5;288;234;25;29;31;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
180000000;7;5;238,4;122;20;2;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
180000000;8;5;198,8;102,6;23,1;4;10;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
199000000;7;5;233;165;19;4;7;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
220000000;11;5;224,4;20;25,2;26;39;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
243000000;3;5;289;148,2;30,6;9;10;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
250000000;5;5;282;20;30;2;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
271000000;12;5;208;14,2;23,8;16;16;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
325000000;7;5;305;178;25;2;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
54900000;15;5;125;93;20;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
69000000;4;5;136;100;20;4;9;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
99844800;6;5;190;25;22,4;13;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
242970000;3;5;289;20;30,6;9;10;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
120000000;5;5;192,3;15;22,5;2;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
400000000;8;5;200,8;103,6;23,3;1;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
450000000;12;5;260;133,6;28,2;6;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
60000000;9;5;135;12;17,8;2;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
180000000;8;5;198,8;123,3;16,9;4;10;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
189000000;1;5;227,4;20;25,5;18;19;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
330000000;16;5;202;145;22;5;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
400000000;6;5;202;117;12;1;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
105000000;11;5;229;117,9;25,6;5;23;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
118500000;29;5;212;109,3;24,2;27;30;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
